Time,ParticipantID,Condition,HeadX,HeadY,HeadZ,HeadYaw,HeadPitch,GazeTarget
2.72,Participant_02,Adaptive_Dual,0.983,1.028,1.001,346.9,9.1,Video
2.83,Participant_02,Adaptive_Dual,0.981,1.027,1.001,345.7,9.5,Video
2.94,Participant_02,Adaptive_Dual,0.980,1.027,1.001,345.1,9.8,Video
3.05,Participant_02,Adaptive_Dual,0.980,1.027,1.002,345.1,9.8,Video
3.15,Participant_02,Adaptive_Dual,0.980,1.027,1.001,344.8,9.9,Video
3.26,Participant_02,Adaptive_Dual,0.979,1.027,1.000,344.2,10.1,Video
3.37,Participant_02,Adaptive_Dual,0.980,1.028,0.999,344.0,10.4,Video
3.48,Participant_02,Adaptive_Dual,0.981,1.030,0.997,343.1,10.8,None
3.59,Participant_02,Adaptive_Dual,0.985,1.029,0.990,342.5,12.0,None
3.70,Participant_02,Adaptive_Dual,0.989,1.031,0.982,342.5,13.2,None
3.81,Participant_02,Adaptive_Dual,0.994,1.035,0.972,342.3,12.2,None
3.92,Participant_02,Adaptive_Dual,1.002,1.039,0.961,345.4,12.1,None
4.02,Participant_02,Adaptive_Dual,1.012,1.041,0.947,351.2,12.5,None
4.13,Participant_02,Adaptive_Dual,1.019,1.044,0.932,355.3,12.5,None
4.24,Participant_02,Adaptive_Dual,1.023,1.047,0.918,358.1,11.6,None
4.35,Participant_02,Adaptive_Dual,1.024,1.051,0.907,0.2,10.7,None
4.47,Participant_02,Adaptive_Dual,1.023,1.054,0.902,1.3,9.9,None
4.58,Participant_02,Adaptive_Dual,1.019,1.058,0.902,1.6,9.7,None
4.68,Participant_02,Adaptive_Dual,1.015,1.059,0.903,1.1,9.4,None
4.79,Participant_02,Adaptive_Dual,1.012,1.058,0.901,1.0,9.9,None
4.90,Participant_02,Adaptive_Dual,1.010,1.057,0.897,1.0,10.3,None
5.01,Participant_02,Adaptive_Dual,1.009,1.057,0.891,2.7,10.2,None
5.12,Participant_02,Adaptive_Dual,1.010,1.056,0.880,4.5,10.9,None
5.23,Participant_02,Adaptive_Dual,1.010,1.055,0.866,4.7,11.0,None
5.34,Participant_02,Adaptive_Dual,1.011,1.053,0.850,5.1,11.2,None
5.45,Participant_02,Adaptive_Dual,1.015,1.053,0.836,6.2,10.9,None
5.55,Participant_02,Adaptive_Dual,1.021,1.053,0.822,9.0,10.0,None
5.66,Participant_02,Adaptive_Dual,1.027,1.053,0.811,11.4,8.6,None
5.77,Participant_02,Adaptive_Dual,1.032,1.055,0.803,13.1,7.5,None
5.88,Participant_02,Adaptive_Dual,1.034,1.056,0.800,15.6,6.4,None
5.99,Participant_02,Adaptive_Dual,1.036,1.058,0.802,17.8,5.9,None
6.11,Participant_02,Adaptive_Dual,1.035,1.060,0.804,18.8,5.0,None
6.21,Participant_02,Adaptive_Dual,1.032,1.061,0.802,18.6,4.8,None
6.31,Participant_02,Adaptive_Dual,1.028,1.061,0.799,17.8,4.6,None
6.42,Participant_02,Adaptive_Dual,1.025,1.062,0.796,16.7,4.5,None
6.54,Participant_02,Adaptive_Dual,1.021,1.063,0.791,15.8,4.3,None
6.65,Participant_02,Adaptive_Dual,1.017,1.064,0.788,14.7,4.2,None
6.76,Participant_02,Adaptive_Dual,1.013,1.065,0.785,13.3,4.1,None
6.87,Participant_02,Adaptive_Dual,1.009,1.065,0.777,11.8,4.7,None
6.97,Participant_02,Adaptive_Dual,1.006,1.066,0.768,10.6,4.6,None
7.08,Participant_02,Adaptive_Dual,1.001,1.065,0.753,8.4,4.6,None
7.19,Participant_02,Adaptive_Dual,0.997,1.064,0.730,7.6,5.6,None
7.30,Participant_02,Adaptive_Dual,0.994,1.065,0.705,6.7,5.4,None
7.41,Participant_02,Adaptive_Dual,0.995,1.065,0.680,5.9,5.3,None
7.52,Participant_02,Adaptive_Dual,1.000,1.063,0.653,5.4,6.4,None
7.63,Participant_02,Adaptive_Dual,1.008,1.061,0.626,5.9,7.2,None
7.74,Participant_02,Adaptive_Dual,1.016,1.060,0.605,6.5,8.1,None
7.84,Participant_02,Adaptive_Dual,1.023,1.058,0.583,6.0,8.7,None
7.95,Participant_02,Adaptive_Dual,1.030,1.055,0.565,6.6,9.3,None
8.06,Participant_02,Adaptive_Dual,1.036,1.056,0.552,7.6,8.6,None
8.17,Participant_02,Adaptive_Dual,1.042,1.056,0.542,10.0,7.5,None
8.29,Participant_02,Adaptive_Dual,1.046,1.058,0.534,12.3,4.8,None
8.40,Participant_02,Adaptive_Dual,1.051,1.061,0.525,14.4,3.0,None
8.50,Participant_02,Adaptive_Dual,1.056,1.059,0.518,18.3,4.2,Video
8.61,Participant_02,Adaptive_Dual,1.060,1.056,0.513,22.3,6.3,None
8.72,Participant_02,Adaptive_Dual,1.062,1.055,0.511,26.4,7.4,None
8.83,Participant_02,Adaptive_Dual,1.064,1.054,0.509,30.4,8.2,None
8.94,Participant_02,Adaptive_Dual,1.067,1.052,0.506,34.5,9.2,None
9.05,Participant_02,Adaptive_Dual,1.070,1.050,0.504,38.0,10.0,None
9.16,Participant_02,Adaptive_Dual,1.074,1.050,0.502,41.5,10.3,None
9.27,Participant_02,Adaptive_Dual,1.078,1.049,0.499,43.9,11.0,None
9.37,Participant_02,Adaptive_Dual,1.083,1.047,0.498,46.5,12.1,None
9.48,Participant_02,Adaptive_Dual,1.087,1.046,0.497,47.8,12.3,None
9.59,Participant_02,Adaptive_Dual,1.088,1.047,0.497,47.8,11.8,None
9.70,Participant_02,Adaptive_Dual,1.089,1.047,0.497,47.7,11.5,None
9.81,Participant_02,Adaptive_Dual,1.088,1.047,0.496,48.1,11.2,None
9.92,Participant_02,Adaptive_Dual,1.088,1.048,0.494,49.1,10.7,None
10.03,Participant_02,Adaptive_Dual,1.088,1.048,0.491,49.8,10.3,Video
10.13,Participant_02,Adaptive_Dual,1.090,1.049,0.488,51.0,9.6,Video
10.24,Participant_02,Adaptive_Dual,1.093,1.049,0.484,52.8,9.4,Video
10.36,Participant_02,Adaptive_Dual,1.097,1.048,0.481,54.4,9.7,Video
10.47,Participant_02,Adaptive_Dual,1.099,1.048,0.481,54.5,9.8,Video
10.58,Participant_02,Adaptive_Dual,1.101,1.048,0.479,54.9,9.5,Video
10.69,Participant_02,Adaptive_Dual,1.102,1.049,0.476,56.7,9.0,Video
10.79,Participant_02,Adaptive_Dual,1.105,1.049,0.472,59.3,8.7,Video
10.90,Participant_02,Adaptive_Dual,1.111,1.048,0.466,62.8,8.9,Video
11.01,Participant_02,Adaptive_Dual,1.118,1.045,0.463,66.4,9.9,Video
11.12,Participant_02,Adaptive_Dual,1.125,1.045,0.461,68.7,10.6,None
11.23,Participant_02,Adaptive_Dual,1.130,1.044,0.462,70.7,10.6,None
11.34,Participant_02,Adaptive_Dual,1.134,1.044,0.464,71.8,10.6,None
11.45,Participant_02,Adaptive_Dual,1.137,1.043,0.465,72.9,10.9,None
11.56,Participant_02,Adaptive_Dual,1.139,1.044,0.467,73.4,11.1,None
11.66,Participant_02,Adaptive_Dual,1.139,1.044,0.468,73.4,10.9,None
11.77,Participant_02,Adaptive_Dual,1.138,1.044,0.469,72.3,10.5,None
11.88,Participant_02,Adaptive_Dual,1.136,1.045,0.472,70.7,10.1,Video
11.99,Participant_02,Adaptive_Dual,1.134,1.045,0.474,69.4,10.0,Video
12.11,Participant_02,Adaptive_Dual,1.132,1.045,0.476,69.0,9.6,Video
12.22,Participant_02,Adaptive_Dual,1.130,1.046,0.476,68.5,9.4,Video
12.32,Participant_02,Adaptive_Dual,1.129,1.046,0.477,67.1,9.4,Video
12.43,Participant_02,Adaptive_Dual,1.127,1.046,0.480,64.0,9.1,Video
12.54,Participant_02,Adaptive_Dual,1.123,1.047,0.484,61.7,8.3,Video
12.65,Participant_02,Adaptive_Dual,1.120,1.048,0.482,63.6,7.8,Video
12.76,Participant_02,Adaptive_Dual,1.119,1.049,0.478,65.4,7.4,Video
12.87,Participant_02,Adaptive_Dual,1.120,1.049,0.472,67.4,7.5,Video
12.98,Participant_02,Adaptive_Dual,1.124,1.048,0.469,67.3,8.1,Video
13.09,Participant_02,Adaptive_Dual,1.125,1.049,0.467,66.4,7.6,Video
13.19,Participant_02,Adaptive_Dual,1.123,1.053,0.466,64.8,4.7,Video
13.30,Participant_02,Adaptive_Dual,1.118,1.061,0.467,61.9,359.6,Video
13.41,Participant_02,Adaptive_Dual,1.110,1.071,0.467,59.8,351.7,Video
13.52,Participant_02,Adaptive_Dual,1.102,1.080,0.466,58.2,344.6,None
13.63,Participant_02,Adaptive_Dual,1.095,1.086,0.466,56.6,340.0,None
13.74,Participant_02,Adaptive_Dual,1.088,1.090,0.465,55.0,336.0,None
13.85,Participant_02,Adaptive_Dual,1.085,1.092,0.465,53.5,333.9,None
13.95,Participant_02,Adaptive_Dual,1.083,1.091,0.464,52.8,333.9,None
14.06,Participant_02,Adaptive_Dual,1.082,1.092,0.463,52.8,333.4,None
14.18,Participant_02,Adaptive_Dual,1.081,1.092,0.462,52.7,333.2,None
14.29,Participant_02,Adaptive_Dual,1.081,1.092,0.463,52.6,333.2,None
14.40,Participant_02,Adaptive_Dual,1.081,1.091,0.462,52.7,333.2,None
14.51,Participant_02,Adaptive_Dual,1.081,1.092,0.462,52.6,333.1,None
14.61,Participant_02,Adaptive_Dual,1.080,1.091,0.462,52.4,333.1,None
14.72,Participant_02,Adaptive_Dual,1.079,1.092,0.462,52.4,332.7,None
14.83,Participant_02,Adaptive_Dual,1.079,1.092,0.462,52.3,332.6,None
14.94,Participant_02,Adaptive_Dual,1.079,1.092,0.462,52.3,332.8,None
15.05,Participant_02,Adaptive_Dual,1.079,1.091,0.462,52.2,333.1,None
15.16,Participant_02,Adaptive_Dual,1.082,1.088,0.465,52.3,335.7,None
15.27,Participant_02,Adaptive_Dual,1.090,1.078,0.473,51.9,343.5,None
15.38,Participant_02,Adaptive_Dual,1.099,1.067,0.482,52.5,351.5,Video
15.48,Participant_02,Adaptive_Dual,1.108,1.056,0.493,52.5,0.1,Video
15.59,Participant_02,Adaptive_Dual,1.117,1.045,0.503,52.6,8.0,Video
15.70,Participant_02,Adaptive_Dual,1.125,1.034,0.511,52.4,14.4,None
15.81,Participant_02,Adaptive_Dual,1.130,1.026,0.517,52.3,19.3,None
15.92,Participant_02,Adaptive_Dual,1.134,1.019,0.522,52.4,22.9,None
16.04,Participant_02,Adaptive_Dual,1.136,1.015,0.526,52.0,24.6,None
16.14,Participant_02,Adaptive_Dual,1.136,1.013,0.531,50.9,26.0,None
16.24,Participant_02,Adaptive_Dual,1.134,1.012,0.536,49.0,26.0,None
16.36,Participant_02,Adaptive_Dual,1.130,1.014,0.542,45.0,25.5,None
16.47,Participant_02,Adaptive_Dual,1.121,1.016,0.551,36.7,24.1,None
16.58,Participant_02,Adaptive_Dual,1.109,1.020,0.564,25.6,21.6,None
16.69,Participant_02,Adaptive_Dual,1.095,1.022,0.575,15.6,20.0,None
16.80,Participant_02,Adaptive_Dual,1.080,1.025,0.584,7.1,17.8,None
16.91,Participant_02,Adaptive_Dual,1.068,1.027,0.590,0.4,16.6,None
17.01,Participant_02,Adaptive_Dual,1.054,1.028,0.593,353.6,16.3,None
17.12,Participant_02,Adaptive_Dual,1.043,1.028,0.594,348.9,17.1,None
17.23,Participant_02,Adaptive_Dual,1.036,1.027,0.594,347.1,18.9,None
17.34,Participant_02,Adaptive_Dual,1.030,1.026,0.593,346.1,20.0,None
17.45,Participant_02,Adaptive_Dual,1.025,1.027,0.591,345.6,20.1,None
17.56,Participant_02,Adaptive_Dual,1.022,1.028,0.588,345.0,19.5,None
17.67,Participant_02,Adaptive_Dual,1.021,1.028,0.587,344.9,19.5,None
17.77,Participant_02,Adaptive_Dual,1.023,1.029,0.587,345.5,18.9,None
17.88,Participant_02,Adaptive_Dual,1.024,1.031,0.585,345.3,17.8,None
17.99,Participant_02,Adaptive_Dual,1.026,1.029,0.584,345.7,18.6,None
18.11,Participant_02,Adaptive_Dual,1.028,1.025,0.585,346.8,21.4,None
18.22,Participant_02,Adaptive_Dual,1.029,1.023,0.588,348.1,23.3,None
18.33,Participant_02,Adaptive_Dual,1.030,1.023,0.589,349.4,23.5,None
18.43,Participant_02,Adaptive_Dual,1.033,1.022,0.589,351.1,22.8,None
18.54,Participant_02,Adaptive_Dual,1.035,1.025,0.587,352.7,20.0,None
18.65,Participant_02,Adaptive_Dual,1.037,1.030,0.585,354.7,17.5,None
18.76,Participant_02,Adaptive_Dual,1.041,1.032,0.580,357.0,16.4,None
18.87,Participant_02,Adaptive_Dual,1.044,1.033,0.576,359.0,15.3,None
18.98,Participant_02,Adaptive_Dual,1.046,1.033,0.572,0.7,14.3,None
19.09,Participant_02,Adaptive_Dual,1.047,1.034,0.570,0.4,14.0,None
19.20,Participant_02,Adaptive_Dual,1.048,1.035,0.568,1.1,13.5,None
19.30,Participant_02,Adaptive_Dual,1.048,1.039,0.566,1.4,11.7,None
19.41,Participant_02,Adaptive_Dual,1.049,1.044,0.563,0.9,9.0,Video
19.52,Participant_02,Adaptive_Dual,1.051,1.047,0.561,0.9,7.0,None
19.63,Participant_02,Adaptive_Dual,1.051,1.052,0.559,0.9,4.3,None
19.74,Participant_02,Adaptive_Dual,1.051,1.057,0.557,0.6,0.3,None
19.86,Participant_02,Adaptive_Dual,1.050,1.061,0.555,359.4,357.3,Video
19.96,Participant_02,Adaptive_Dual,1.050,1.064,0.553,359.0,354.5,Video
20.06,Participant_02,Adaptive_Dual,1.048,1.066,0.552,358.0,353.2,Video
20.18,Participant_02,Adaptive_Dual,1.046,1.067,0.550,357.1,352.7,Video
20.29,Participant_02,Adaptive_Dual,1.043,1.068,0.549,355.5,352.6,Video
20.40,Participant_02,Adaptive_Dual,1.039,1.068,0.548,352.8,352.9,Video
20.51,Participant_02,Adaptive_Dual,1.035,1.066,0.549,351.2,354.1,Video
20.62,Participant_02,Adaptive_Dual,1.032,1.063,0.551,350.6,356.9,Video
20.73,Participant_02,Adaptive_Dual,1.028,1.060,0.554,349.7,358.9,Video
20.83,Participant_02,Adaptive_Dual,1.027,1.056,0.556,349.4,1.7,Video
20.94,Participant_02,Adaptive_Dual,1.026,1.055,0.556,349.3,1.5,Video
21.05,Participant_02,Adaptive_Dual,1.027,1.055,0.556,348.8,2.1,Video
21.16,Participant_02,Adaptive_Dual,1.027,1.054,0.557,348.3,3.1,Video
21.27,Participant_02,Adaptive_Dual,1.029,1.052,0.559,349.5,4.8,Video
21.38,Participant_02,Adaptive_Dual,1.029,1.051,0.559,349.0,5.1,Video
21.49,Participant_02,Adaptive_Dual,1.028,1.050,0.560,348.4,5.0,Video
21.59,Participant_02,Adaptive_Dual,1.027,1.049,0.562,348.3,5.3,Video
21.70,Participant_02,Adaptive_Dual,1.027,1.049,0.562,348.7,5.7,Video
21.81,Participant_02,Adaptive_Dual,1.026,1.049,0.563,349.1,6.3,Video
21.93,Participant_02,Adaptive_Dual,1.026,1.049,0.564,349.0,6.6,Video
22.04,Participant_02,Adaptive_Dual,1.024,1.048,0.564,347.6,7.2,Video
22.15,Participant_02,Adaptive_Dual,1.021,1.046,0.567,345.3,8.5,Video
22.25,Participant_02,Adaptive_Dual,1.016,1.042,0.572,342.6,10.0,Video
22.35,Participant_02,Adaptive_Dual,1.010,1.036,0.584,338.9,12.3,None
22.47,Participant_02,Adaptive_Dual,1.002,1.030,0.599,333.4,14.6,None
22.58,Participant_02,Adaptive_Dual,0.992,1.027,0.615,326.2,16.0,None
22.69,Participant_02,Adaptive_Dual,0.983,1.027,0.629,319.2,16.4,None
22.80,Participant_02,Adaptive_Dual,0.974,1.026,0.641,312.2,17.2,None
22.91,Participant_02,Adaptive_Dual,0.965,1.023,0.652,305.6,18.9,None
23.02,Participant_02,Adaptive_Dual,0.958,1.018,0.661,300.4,20.3,None
23.12,Participant_02,Adaptive_Dual,0.952,1.013,0.673,295.3,21.6,None
23.23,Participant_02,Adaptive_Dual,0.949,1.011,0.684,289.3,21.5,None
23.34,Participant_02,Adaptive_Dual,0.950,1.011,0.695,283.1,19.6,None
23.45,Participant_02,Adaptive_Dual,0.955,1.010,0.705,278.6,18.3,None
23.56,Participant_02,Adaptive_Dual,0.960,1.008,0.716,274.7,17.8,None
23.67,Participant_02,Adaptive_Dual,0.967,1.007,0.729,272.4,17.5,None
23.78,Participant_02,Adaptive_Dual,0.972,1.005,0.740,270.8,16.4,None
23.88,Participant_02,Adaptive_Dual,0.976,1.003,0.751,269.4,15.4,None
23.99,Participant_02,Adaptive_Dual,0.980,0.999,0.760,269.2,14.5,None
24.10,Participant_02,Adaptive_Dual,0.983,0.998,0.767,270.4,14.7,None
24.22,Participant_02,Adaptive_Dual,0.986,0.997,0.772,272.6,14.8,None
24.33,Participant_02,Adaptive_Dual,0.991,0.996,0.774,275.0,14.3,None
24.44,Participant_02,Adaptive_Dual,0.995,0.997,0.776,276.6,14.2,None
24.54,Participant_02,Adaptive_Dual,0.999,0.998,0.777,278.3,13.3,None
24.65,Participant_02,Adaptive_Dual,1.002,0.999,0.778,279.4,13.6,None
24.76,Participant_02,Adaptive_Dual,1.004,0.999,0.779,280.9,13.5,None
24.87,Participant_02,Adaptive_Dual,1.006,1.000,0.780,282.2,12.4,None
24.98,Participant_02,Adaptive_Dual,1.006,1.000,0.780,282.8,12.7,None
25.09,Participant_02,Adaptive_Dual,1.005,1.000,0.780,284.3,13.1,None
25.20,Participant_02,Adaptive_Dual,1.003,0.999,0.778,283.6,13.6,None
25.31,Participant_02,Adaptive_Dual,1.001,0.999,0.777,283.3,13.9,None
25.41,Participant_02,Adaptive_Dual,0.999,0.999,0.775,283.2,14.3,None
25.52,Participant_02,Adaptive_Dual,0.998,1.000,0.774,283.5,14.3,None
25.63,Participant_02,Adaptive_Dual,0.996,1.000,0.774,283.6,15.0,None
25.74,Participant_02,Adaptive_Dual,0.994,1.000,0.773,284.2,15.2,None
25.85,Participant_02,Adaptive_Dual,0.993,1.000,0.771,285.2,15.2,None
25.97,Participant_02,Adaptive_Dual,0.993,1.001,0.770,288.2,15.9,None
26.07,Participant_02,Adaptive_Dual,0.993,1.000,0.769,292.6,19.6,None
26.17,Participant_02,Adaptive_Dual,0.998,0.996,0.770,301.9,24.1,None
26.28,Participant_02,Adaptive_Dual,1.008,0.993,0.768,312.5,27.4,None
26.40,Participant_02,Adaptive_Dual,1.019,0.994,0.762,322.0,29.5,None
26.51,Participant_02,Adaptive_Dual,1.030,0.999,0.752,332.0,28.3,None
26.62,Participant_02,Adaptive_Dual,1.038,1.007,0.740,340.7,24.9,None
26.73,Participant_02,Adaptive_Dual,1.044,1.016,0.727,346.9,20.7,None
26.83,Participant_02,Adaptive_Dual,1.045,1.024,0.716,350.9,17.5,None
26.94,Participant_02,Adaptive_Dual,1.044,1.032,0.707,353.8,14.0,None
27.05,Participant_02,Adaptive_Dual,1.041,1.039,0.698,355.5,11.6,None
27.16,Participant_02,Adaptive_Dual,1.039,1.045,0.689,357.0,9.0,Video
27.27,Participant_02,Adaptive_Dual,1.038,1.050,0.677,358.4,6.4,None
27.38,Participant_02,Adaptive_Dual,1.037,1.056,0.664,359.4,4.4,None
27.49,Participant_02,Adaptive_Dual,1.037,1.060,0.649,0.9,2.6,None
27.60,Participant_02,Adaptive_Dual,1.037,1.062,0.636,2.9,2.1,None
27.70,Participant_02,Adaptive_Dual,1.040,1.062,0.624,6.5,2.2,None
27.81,Participant_02,Adaptive_Dual,1.044,1.061,0.615,10.7,3.4,None
27.92,Participant_02,Adaptive_Dual,1.051,1.060,0.607,16.4,4.7,None
28.04,Participant_02,Adaptive_Dual,1.058,1.058,0.600,22.3,6.1,None
28.15,Participant_02,Adaptive_Dual,1.066,1.057,0.594,28.4,7.5,None
28.26,Participant_02,Adaptive_Dual,1.075,1.055,0.585,35.4,9.0,None
28.36,Participant_02,Adaptive_Dual,1.082,1.053,0.579,41.3,10.3,None
28.47,Participant_02,Adaptive_Dual,1.089,1.052,0.572,47.1,11.4,None
28.58,Participant_02,Adaptive_Dual,1.096,1.050,0.565,52.3,12.0,None
28.69,Participant_02,Adaptive_Dual,1.100,1.049,0.559,56.5,12.7,None
28.80,Participant_02,Adaptive_Dual,1.104,1.048,0.555,59.4,12.9,None
28.91,Participant_02,Adaptive_Dual,1.108,1.048,0.551,61.4,13.0,None
29.02,Participant_02,Adaptive_Dual,1.111,1.048,0.548,62.9,12.6,None
29.13,Participant_02,Adaptive_Dual,1.113,1.048,0.545,64.7,12.5,None
29.23,Participant_02,Adaptive_Dual,1.115,1.048,0.542,65.7,12.5,None
29.34,Participant_02,Adaptive_Dual,1.117,1.048,0.540,66.3,12.5,None
29.45,Participant_02,Adaptive_Dual,1.117,1.048,0.537,66.7,12.3,None
29.56,Participant_02,Adaptive_Dual,1.118,1.048,0.536,66.7,12.2,None
29.67,Participant_02,Adaptive_Dual,1.118,1.048,0.536,66.6,12.3,None
29.79,Participant_02,Adaptive_Dual,1.117,1.048,0.536,66.4,12.3,None
29.89,Participant_02,Adaptive_Dual,1.117,1.048,0.536,66.5,12.2,None
29.99,Participant_02,Adaptive_Dual,1.116,1.048,0.537,66.2,12.2,None
30.10,Participant_02,Adaptive_Dual,1.116,1.048,0.537,66.0,12.3,None
30.22,Participant_02,Adaptive_Dual,1.116,1.047,0.538,66.0,12.3,None
30.33,Participant_02,Adaptive_Dual,1.117,1.047,0.537,66.1,12.4,None
30.44,Participant_02,Adaptive_Dual,1.117,1.047,0.537,65.8,12.5,None
30.55,Participant_02,Adaptive_Dual,1.117,1.047,0.539,64.5,12.6,None
30.66,Participant_02,Adaptive_Dual,1.114,1.047,0.545,61.1,13.1,None
30.76,Participant_02,Adaptive_Dual,1.108,1.047,0.558,51.0,13.3,None
30.87,Participant_02,Adaptive_Dual,1.094,1.046,0.573,36.1,14.0,None
30.98,Participant_02,Adaptive_Dual,1.079,1.043,0.586,20.0,15.6,None
31.09,Participant_02,Adaptive_Dual,1.065,1.039,0.594,9.7,16.9,None
31.20,Participant_02,Adaptive_Dual,1.063,1.035,0.598,3.6,18.4,None
31.31,Participant_02,Adaptive_Dual,1.066,1.035,0.603,16.7,19.4,None
31.42,Participant_02,Adaptive_Dual,1.070,1.033,0.602,15.5,20.3,None
31.52,Participant_02,Adaptive_Dual,1.069,1.034,0.599,15.6,18.8,None
31.63,Participant_02,Adaptive_Dual,1.068,1.035,0.596,13.8,18.3,None
31.74,Participant_02,Adaptive_Dual,1.067,1.035,0.594,13.0,18.5,None
31.85,Participant_02,Adaptive_Dual,1.065,1.034,0.594,12.8,19.5,None
31.97,Participant_02,Adaptive_Dual,1.062,1.026,0.600,11.9,23.4,None
32.08,Participant_02,Adaptive_Dual,1.056,1.010,0.612,9.8,31.3,None
32.18,Participant_02,Adaptive_Dual,1.049,0.997,0.627,7.9,36.4,None
32.29,Participant_02,Adaptive_Dual,1.043,0.978,0.647,6.6,43.9,None
32.40,Participant_02,Adaptive_Dual,1.039,0.956,0.670,5.5,50.8,None
32.51,Participant_02,Adaptive_Dual,1.033,0.936,0.693,4.1,56.9,None
32.62,Participant_02,Adaptive_Dual,1.028,0.924,0.711,2.9,60.7,None
32.73,Participant_02,Adaptive_Dual,1.022,0.917,0.726,2.4,63.1,None
32.84,Participant_02,Adaptive_Dual,1.018,0.912,0.737,2.4,63.8,None
32.95,Participant_02,Adaptive_Dual,1.015,0.909,0.745,2.2,64.6,None
33.05,Participant_02,Adaptive_Dual,1.013,0.906,0.752,2.3,65.0,None
33.16,Participant_02,Adaptive_Dual,1.011,0.904,0.756,2.5,65.4,None
33.27,Participant_02,Adaptive_Dual,1.010,0.904,0.759,2.9,65.2,None
33.38,Participant_02,Adaptive_Dual,1.010,0.904,0.760,2.6,65.1,None
33.49,Participant_02,Adaptive_Dual,1.010,0.904,0.760,2.7,65.0,None
33.61,Participant_02,Adaptive_Dual,1.010,0.904,0.760,2.8,64.9,None
33.72,Participant_02,Adaptive_Dual,1.011,0.905,0.760,3.0,64.8,None
33.82,Participant_02,Adaptive_Dual,1.012,0.905,0.759,3.0,64.8,None
33.93,Participant_02,Adaptive_Dual,1.012,0.904,0.760,2.9,64.8,None
34.05,Participant_02,Adaptive_Dual,1.013,0.904,0.760,3.0,64.8,None
34.16,Participant_02,Adaptive_Dual,1.013,0.904,0.760,2.9,64.7,None
34.27,Participant_02,Adaptive_Dual,1.013,0.904,0.761,2.8,64.7,None
34.38,Participant_02,Adaptive_Dual,1.013,0.904,0.761,2.9,64.7,None
34.49,Participant_02,Adaptive_Dual,1.013,0.905,0.761,2.8,64.5,None
34.59,Participant_02,Adaptive_Dual,1.013,0.905,0.760,2.9,64.4,None
34.70,Participant_02,Adaptive_Dual,1.013,0.906,0.759,2.9,64.3,None
34.81,Participant_02,Adaptive_Dual,1.014,0.907,0.758,3.0,64.1,None
34.93,Participant_02,Adaptive_Dual,1.014,0.908,0.756,2.8,63.8,None
35.04,Participant_02,Adaptive_Dual,1.014,0.910,0.753,2.6,63.1,None
35.15,Participant_02,Adaptive_Dual,1.014,0.914,0.747,2.5,62.2,None
35.25,Participant_02,Adaptive_Dual,1.015,0.921,0.740,2.4,60.4,None
35.36,Participant_02,Adaptive_Dual,1.016,0.934,0.726,2.3,56.9,None
35.47,Participant_02,Adaptive_Dual,1.017,0.954,0.707,2.6,50.8,None
35.58,Participant_02,Adaptive_Dual,1.019,0.979,0.681,2.7,42.6,None
35.69,Participant_02,Adaptive_Dual,1.021,1.010,0.650,3.4,31.1,None
35.80,Participant_02,Adaptive_Dual,1.024,1.041,0.616,3.4,17.0,None
35.91,Participant_02,Adaptive_Dual,1.026,1.063,0.581,4.9,3.3,None
36.01,Participant_02,Adaptive_Dual,1.028,1.075,0.553,6.4,354.9,Video
