Time,ParticipantID,Condition,HeadX,HeadY,HeadZ,HeadYaw,HeadPitch,GazeTarget
3.86,Participant_08,Adaptive_Dual,0.999,1.085,1.000,359.0,1.5,None
3.98,Participant_08,Adaptive_Dual,0.999,1.084,1.000,359.2,1.8,None
4.09,Participant_08,Adaptive_Dual,1.000,1.084,1.001,359.2,1.9,None
4.20,Participant_08,Adaptive_Dual,1.000,1.084,1.001,359.2,2.4,None
4.31,Participant_08,Adaptive_Dual,1.000,1.083,1.001,359.5,2.5,None
4.42,Participant_08,Adaptive_Dual,1.000,1.083,1.001,359.4,2.6,None
4.53,Participant_08,Adaptive_Dual,1.000,1.083,1.001,359.5,2.4,None
4.64,Participant_08,Adaptive_Dual,1.001,1.083,1.000,0.2,2.5,None
4.75,Participant_08,Adaptive_Dual,1.002,1.083,0.999,0.8,2.7,None
4.86,Participant_08,Adaptive_Dual,1.005,1.085,0.997,2.8,1.8,None
4.97,Participant_08,Adaptive_Dual,1.011,1.086,0.993,6.8,1.0,None
5.08,Participant_08,Adaptive_Dual,1.016,1.087,0.989,9.0,1.0,None
5.19,Participant_08,Adaptive_Dual,1.019,1.086,0.987,10.2,1.2,None
5.31,Participant_08,Adaptive_Dual,1.021,1.087,0.985,10.5,1.1,None
5.42,Participant_08,Adaptive_Dual,1.022,1.087,0.986,10.7,1.0,None
5.53,Participant_08,Adaptive_Dual,1.023,1.086,0.986,11.9,1.2,None
5.64,Participant_08,Adaptive_Dual,1.023,1.086,0.987,12.0,1.5,None
5.75,Participant_08,Adaptive_Dual,1.022,1.086,0.988,11.3,1.7,None
5.86,Participant_08,Adaptive_Dual,1.022,1.086,0.988,11.5,1.7,None
5.97,Participant_08,Adaptive_Dual,1.022,1.086,0.988,11.5,1.9,None
6.08,Participant_08,Adaptive_Dual,1.022,1.085,0.988,11.3,2.1,None
6.19,Participant_08,Adaptive_Dual,1.022,1.085,0.989,11.2,2.2,None
6.31,Participant_08,Adaptive_Dual,1.022,1.085,0.990,11.3,2.3,None
6.42,Participant_08,Adaptive_Dual,1.021,1.085,0.990,10.9,2.4,None
6.53,Participant_08,Adaptive_Dual,1.019,1.084,0.991,9.5,2.6,None
6.64,Participant_08,Adaptive_Dual,1.015,1.084,0.992,5.9,3.0,None
6.75,Participant_08,Adaptive_Dual,1.009,1.083,0.994,1.2,3.8,None
6.86,Participant_08,Adaptive_Dual,1.006,1.083,0.994,359.1,4.0,None
6.97,Participant_08,Adaptive_Dual,1.004,1.084,0.993,358.1,3.3,None
7.08,Participant_08,Adaptive_Dual,1.001,1.084,0.993,356.1,3.1,None
7.19,Participant_08,Adaptive_Dual,0.998,1.084,0.993,353.9,2.8,None
7.31,Participant_08,Adaptive_Dual,0.998,1.084,0.992,354.1,2.6,None
7.42,Participant_08,Adaptive_Dual,0.999,1.084,0.992,354.8,2.8,None
7.53,Participant_08,Adaptive_Dual,0.998,1.084,0.993,354.7,2.9,None
7.64,Participant_08,Adaptive_Dual,0.999,1.084,0.993,354.8,2.9,None
7.75,Participant_08,Adaptive_Dual,0.999,1.084,0.993,355.0,2.9,None
7.86,Participant_08,Adaptive_Dual,0.999,1.084,0.993,354.7,2.9,None
7.97,Participant_08,Adaptive_Dual,0.998,1.084,0.992,354.0,3.0,None
8.08,Participant_08,Adaptive_Dual,0.996,1.083,0.992,351.6,3.7,None
8.20,Participant_08,Adaptive_Dual,0.992,1.082,0.990,347.3,4.5,None
8.31,Participant_08,Adaptive_Dual,0.988,1.080,0.990,343.7,5.6,None
8.42,Participant_08,Adaptive_Dual,0.983,1.079,0.989,340.6,6.4,None
8.53,Participant_08,Adaptive_Dual,0.980,1.079,0.989,339.2,6.3,None
8.64,Participant_08,Adaptive_Dual,0.977,1.080,0.988,337.9,6.1,None
8.75,Participant_08,Adaptive_Dual,0.975,1.081,0.988,337.0,5.4,None
8.86,Participant_08,Adaptive_Dual,0.975,1.081,0.987,336.9,5.3,None
8.97,Participant_08,Adaptive_Dual,0.975,1.081,0.987,337.2,5.1,None
9.08,Participant_08,Adaptive_Dual,0.975,1.082,0.986,337.1,5.0,None
9.20,Participant_08,Adaptive_Dual,0.976,1.082,0.986,337.3,4.9,None
9.31,Participant_08,Adaptive_Dual,0.976,1.082,0.987,337.7,5.0,None
9.42,Participant_08,Adaptive_Dual,0.977,1.082,0.988,337.6,5.1,None
9.53,Participant_08,Adaptive_Dual,0.977,1.081,0.988,337.9,5.3,None
9.64,Participant_08,Adaptive_Dual,0.978,1.081,0.989,338.6,5.3,None
9.75,Participant_08,Adaptive_Dual,0.982,1.082,0.990,341.8,4.8,None
9.86,Participant_08,Adaptive_Dual,0.994,1.084,0.994,352.9,2.7,None
9.97,Participant_08,Adaptive_Dual,1.011,1.082,0.993,4.8,4.4,None
10.08,Participant_08,Adaptive_Dual,1.021,1.082,0.992,11.3,4.9,None
10.20,Participant_08,Adaptive_Dual,1.029,1.081,0.992,14.8,4.7,None
10.31,Participant_08,Adaptive_Dual,1.035,1.081,0.992,17.3,5.0,None
10.42,Participant_08,Adaptive_Dual,1.037,1.080,0.993,17.0,5.2,None
10.53,Participant_08,Adaptive_Dual,1.038,1.081,0.994,16.8,5.0,None
10.64,Participant_08,Adaptive_Dual,1.037,1.080,0.995,16.6,5.3,None
10.75,Participant_08,Adaptive_Dual,1.035,1.080,0.995,15.4,5.2,None
10.86,Participant_08,Adaptive_Dual,1.031,1.081,0.995,13.4,5.2,None
10.97,Participant_08,Adaptive_Dual,1.027,1.081,0.995,11.3,4.9,None
11.08,Participant_08,Adaptive_Dual,1.025,1.081,0.995,10.7,4.7,None
11.20,Participant_08,Adaptive_Dual,1.023,1.081,0.996,9.6,4.9,None
11.31,Participant_08,Adaptive_Dual,1.022,1.081,0.996,8.5,4.7,None
11.42,Participant_08,Adaptive_Dual,1.023,1.080,0.997,8.5,5.6,None
11.53,Participant_08,Adaptive_Dual,1.022,1.080,0.997,7.6,5.5,None
11.64,Participant_08,Adaptive_Dual,1.019,1.081,0.997,5.4,5.2,None
11.75,Participant_08,Adaptive_Dual,1.017,1.081,0.997,4.6,4.9,None
11.86,Participant_08,Adaptive_Dual,1.016,1.082,0.996,4.6,4.7,None
11.97,Participant_08,Adaptive_Dual,1.017,1.081,0.996,5.5,4.8,None
12.09,Participant_08,Adaptive_Dual,1.020,1.080,0.995,7.8,5.6,None
12.20,Participant_08,Adaptive_Dual,1.026,1.079,0.994,11.3,5.9,None
12.31,Participant_08,Adaptive_Dual,1.029,1.079,0.995,12.4,6.2,None
12.42,Participant_08,Adaptive_Dual,1.031,1.078,0.995,12.8,6.4,None
12.53,Participant_08,Adaptive_Dual,1.032,1.078,0.996,12.3,6.6,None
12.64,Participant_08,Adaptive_Dual,1.031,1.078,0.996,11.8,6.6,None
12.75,Participant_08,Adaptive_Dual,1.031,1.078,0.996,11.8,6.8,None
12.86,Participant_08,Adaptive_Dual,1.028,1.078,1.000,10.1,6.6,None
12.97,Participant_08,Adaptive_Dual,1.025,1.077,1.003,9.2,7.2,None
13.09,Participant_08,Adaptive_Dual,1.022,1.074,1.011,8.2,7.8,None
13.20,Participant_08,Adaptive_Dual,1.021,1.068,1.029,8.5,9.2,None
13.31,Participant_08,Adaptive_Dual,1.017,1.062,1.053,8.6,10.6,None
13.42,Participant_08,Adaptive_Dual,1.012,1.054,1.078,8.1,12.5,None
13.53,Participant_08,Adaptive_Dual,1.011,1.047,1.101,9.9,14.6,None
13.64,Participant_08,Adaptive_Dual,1.012,1.038,1.122,13.3,16.9,None
13.75,Participant_08,Adaptive_Dual,1.014,1.032,1.139,15.9,18.5,None
13.86,Participant_08,Adaptive_Dual,1.014,1.027,1.151,16.4,19.9,None
13.97,Participant_08,Adaptive_Dual,1.014,1.022,1.160,16.6,21.5,None
14.09,Participant_08,Adaptive_Dual,1.015,1.022,1.162,16.6,21.2,None
14.20,Participant_08,Adaptive_Dual,1.015,1.028,1.155,16.6,19.8,None
14.31,Participant_08,Adaptive_Dual,1.015,1.034,1.141,15.8,18.0,None
14.42,Participant_08,Adaptive_Dual,1.017,1.048,1.113,15.1,14.7,None
14.53,Participant_08,Adaptive_Dual,1.019,1.061,1.073,14.6,10.7,None
14.64,Participant_08,Adaptive_Dual,1.020,1.079,1.028,14.3,7.0,None
14.75,Participant_08,Adaptive_Dual,1.022,1.094,0.983,14.0,3.0,None
14.86,Participant_08,Adaptive_Dual,1.026,1.098,0.940,13.3,0.6,None
14.98,Participant_08,Adaptive_Dual,1.035,1.099,0.904,12.9,0.3,None
15.09,Participant_08,Adaptive_Dual,1.053,1.098,0.871,11.8,359.0,None
15.20,Participant_08,Adaptive_Dual,1.078,1.097,0.840,10.2,358.7,None
15.31,Participant_08,Adaptive_Dual,1.108,1.096,0.812,7.9,358.1,None
15.42,Participant_08,Adaptive_Dual,1.140,1.094,0.784,6.3,358.8,None
15.53,Participant_08,Adaptive_Dual,1.171,1.094,0.759,3.3,359.0,None
15.64,Participant_08,Adaptive_Dual,1.200,1.092,0.733,0.9,359.8,None
15.75,Participant_08,Adaptive_Dual,1.230,1.091,0.708,3.4,0.6,None
15.86,Participant_08,Adaptive_Dual,1.254,1.090,0.686,4.4,1.3,None
15.98,Participant_08,Adaptive_Dual,1.273,1.090,0.668,3.0,1.4,None
16.09,Participant_08,Adaptive_Dual,1.288,1.090,0.653,3.2,1.1,None
16.20,Participant_08,Adaptive_Dual,1.299,1.089,0.642,3.1,1.4,None
16.31,Participant_08,Adaptive_Dual,1.307,1.089,0.634,3.2,1.5,None
16.42,Participant_08,Adaptive_Dual,1.312,1.089,0.629,3.3,1.3,None
16.53,Participant_08,Adaptive_Dual,1.316,1.088,0.624,4.0,1.5,None
16.64,Participant_08,Adaptive_Dual,1.317,1.088,0.622,4.1,1.5,None
16.75,Participant_08,Adaptive_Dual,1.317,1.088,0.620,4.0,1.1,None
16.87,Participant_08,Adaptive_Dual,1.314,1.089,0.622,3.9,0.7,None
16.98,Participant_08,Adaptive_Dual,1.311,1.089,0.624,3.8,1.0,None
17.09,Participant_08,Adaptive_Dual,1.308,1.088,0.626,3.7,1.5,None
17.20,Participant_08,Adaptive_Dual,1.306,1.088,0.626,3.7,1.4,None
17.31,Participant_08,Adaptive_Dual,1.310,1.087,0.625,7.1,1.2,None
17.42,Participant_08,Adaptive_Dual,1.321,1.085,0.622,15.7,2.2,None
17.53,Participant_08,Adaptive_Dual,1.325,1.085,0.623,17.8,2.5,None
17.64,Participant_08,Adaptive_Dual,1.327,1.084,0.625,17.7,3.1,None
17.75,Participant_08,Adaptive_Dual,1.326,1.085,0.627,16.9,3.2,None
17.87,Participant_08,Adaptive_Dual,1.326,1.084,0.627,16.6,3.4,None
17.98,Participant_08,Adaptive_Dual,1.325,1.084,0.628,16.1,3.5,None
18.09,Participant_08,Adaptive_Dual,1.324,1.084,0.628,15.5,3.3,None
18.20,Participant_08,Adaptive_Dual,1.323,1.085,0.627,14.9,3.2,None
18.31,Participant_08,Adaptive_Dual,1.323,1.085,0.627,14.6,3.1,None
18.42,Participant_08,Adaptive_Dual,1.323,1.085,0.627,14.5,3.1,None
18.53,Participant_08,Adaptive_Dual,1.322,1.085,0.627,14.3,3.0,None
18.64,Participant_08,Adaptive_Dual,1.322,1.085,0.627,14.1,3.1,None
18.75,Participant_08,Adaptive_Dual,1.322,1.085,0.627,14.0,3.1,None
18.87,Participant_08,Adaptive_Dual,1.322,1.085,0.627,14.0,3.1,None
18.98,Participant_08,Adaptive_Dual,1.321,1.084,0.627,13.7,3.2,None
19.09,Participant_08,Adaptive_Dual,1.321,1.085,0.627,13.6,3.2,None
19.20,Participant_08,Adaptive_Dual,1.320,1.085,0.627,13.6,3.1,None
19.31,Participant_08,Adaptive_Dual,1.320,1.085,0.627,13.6,3.1,None
19.42,Participant_08,Adaptive_Dual,1.320,1.084,0.627,13.5,3.3,None
19.53,Participant_08,Adaptive_Dual,1.320,1.084,0.627,13.5,3.3,None
19.64,Participant_08,Adaptive_Dual,1.320,1.085,0.627,13.4,3.2,None
19.75,Participant_08,Adaptive_Dual,1.320,1.084,0.627,13.4,3.2,None
19.87,Participant_08,Adaptive_Dual,1.320,1.084,0.627,13.4,3.3,None
19.98,Participant_08,Adaptive_Dual,1.320,1.084,0.627,13.4,3.3,None
20.09,Participant_08,Adaptive_Dual,1.320,1.084,0.627,13.3,3.3,None
20.20,Participant_08,Adaptive_Dual,1.319,1.084,0.627,13.3,3.3,None
20.31,Participant_08,Adaptive_Dual,1.319,1.084,0.627,13.3,3.4,None
20.42,Participant_08,Adaptive_Dual,1.319,1.084,0.627,13.3,3.3,None
20.53,Participant_08,Adaptive_Dual,1.319,1.085,0.627,13.2,3.2,None
20.64,Participant_08,Adaptive_Dual,1.319,1.085,0.627,13.2,3.3,None
20.75,Participant_08,Adaptive_Dual,1.320,1.085,0.627,14.7,3.8,None
20.86,Participant_08,Adaptive_Dual,1.321,1.084,0.627,15.1,4.2,None
20.98,Participant_08,Adaptive_Dual,1.321,1.084,0.628,14.9,4.2,None
21.09,Participant_08,Adaptive_Dual,1.321,1.084,0.628,14.8,4.3,None
21.20,Participant_08,Adaptive_Dual,1.321,1.084,0.629,14.6,4.3,None
21.31,Participant_08,Adaptive_Dual,1.320,1.084,0.628,14.6,4.2,None
21.42,Participant_08,Adaptive_Dual,1.320,1.084,0.628,14.1,4.3,None
21.53,Participant_08,Adaptive_Dual,1.318,1.085,0.628,12.5,3.8,None
21.64,Participant_08,Adaptive_Dual,1.317,1.085,0.627,12.6,3.8,None
21.75,Participant_08,Adaptive_Dual,1.316,1.084,0.627,12.3,3.9,None
21.86,Participant_08,Adaptive_Dual,1.315,1.085,0.627,11.7,3.8,None
21.98,Participant_08,Adaptive_Dual,1.314,1.085,0.627,10.8,3.8,None
22.09,Participant_08,Adaptive_Dual,1.312,1.086,0.625,8.9,3.3,None
22.20,Participant_08,Adaptive_Dual,1.310,1.086,0.624,7.8,3.1,None
22.31,Participant_08,Adaptive_Dual,1.307,1.086,0.624,5.7,3.1,None
22.42,Participant_08,Adaptive_Dual,1.303,1.086,0.626,3.8,2.4,None
22.53,Participant_08,Adaptive_Dual,1.298,1.078,0.632,1.0,1.9,None
22.64,Participant_08,Adaptive_Dual,1.288,1.079,0.652,355.2,348.0,None
22.75,Participant_08,Adaptive_Dual,1.277,1.108,0.666,349.6,337.8,None
22.86,Participant_08,Adaptive_Dual,1.258,1.145,0.677,341.4,326.3,None
22.97,Participant_08,Adaptive_Dual,1.244,1.169,0.688,342.2,324.9,None
23.09,Participant_08,Adaptive_Dual,1.237,1.170,0.727,348.5,337.8,None
23.20,Participant_08,Adaptive_Dual,1.216,1.179,0.787,357.9,355.9,None
23.31,Participant_08,Adaptive_Dual,1.191,1.168,0.878,7.4,8.3,None
23.42,Participant_08,Adaptive_Dual,1.176,1.137,0.976,4.4,21.5,None
23.53,Participant_08,Adaptive_Dual,1.167,1.088,1.071,353.6,31.2,None
23.64,Participant_08,Adaptive_Dual,1.173,1.021,1.140,339.3,31.0,None
23.75,Participant_08,Adaptive_Dual,1.202,0.947,1.183,334.3,30.1,None
23.86,Participant_08,Adaptive_Dual,1.234,0.868,1.205,333.1,28.5,None
23.98,Participant_08,Adaptive_Dual,1.263,0.805,1.228,324.7,19.6,None
24.09,Participant_08,Adaptive_Dual,1.276,0.769,1.242,325.8,19.1,None
24.20,Participant_08,Adaptive_Dual,1.281,0.745,1.251,326.3,9.1,None
24.31,Participant_08,Adaptive_Dual,1.283,0.741,1.251,333.8,3.5,None
24.42,Participant_08,Adaptive_Dual,1.285,0.734,1.255,336.6,2.4,None
24.53,Participant_08,Adaptive_Dual,1.288,0.734,1.263,337.7,2.1,None
24.64,Participant_08,Adaptive_Dual,1.298,0.729,1.269,338.6,1.6,None
24.75,Participant_08,Adaptive_Dual,1.301,0.730,1.269,337.2,4.3,None
24.86,Participant_08,Adaptive_Dual,1.300,0.728,1.269,336.8,3.8,None
24.98,Participant_08,Adaptive_Dual,1.297,0.726,1.266,338.1,2.4,None
25.09,Participant_08,Adaptive_Dual,1.297,0.724,1.262,339.8,358.6,None
25.20,Participant_08,Adaptive_Dual,1.295,0.725,1.263,340.2,1.2,None
25.31,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.2,359.9,None
25.42,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.2,359.9,None
25.53,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
25.64,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
25.75,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,Video
25.86,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,Video
25.98,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,Video
26.09,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,Video
26.20,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,Video
26.31,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
26.42,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
26.53,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
26.64,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
26.75,Participant_08,Adaptive_Dual,1.296,0.725,1.263,340.1,0.3,None
26.87,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
26.98,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
27.09,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
27.20,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
27.31,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
27.42,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
27.53,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
27.67,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
27.78,Participant_08,Adaptive_Dual,1.296,0.725,1.263,340.1,0.3,None
27.90,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
28.02,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
28.14,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
28.24,Participant_08,Adaptive_Dual,1.296,0.725,1.263,340.1,0.3,None
28.35,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
28.46,Participant_08,Adaptive_Dual,1.296,0.725,1.263,340.1,0.3,None
28.57,Participant_08,Adaptive_Dual,1.296,0.725,1.263,340.1,0.3,None
28.68,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
28.80,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
28.91,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
29.02,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
29.13,Participant_08,Adaptive_Dual,1.296,0.725,1.263,340.1,0.3,None
29.24,Participant_08,Adaptive_Dual,1.296,0.725,1.263,340.1,0.3,None
29.35,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
29.46,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
29.57,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
29.68,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
29.80,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
29.90,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
30.02,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
30.13,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
30.25,Participant_08,Adaptive_Dual,1.296,0.725,1.263,340.1,0.3,None
30.36,Participant_08,Adaptive_Dual,1.296,0.725,1.263,340.1,0.3,None
30.47,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
30.58,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
30.70,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
30.81,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
30.92,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
31.03,Participant_08,Adaptive_Dual,1.296,0.725,1.263,340.1,0.3,None
31.14,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
31.25,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
31.36,Participant_08,Adaptive_Dual,1.296,0.725,1.263,340.1,0.3,None
31.47,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
31.59,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
31.70,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
31.81,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
31.92,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
32.03,Participant_08,Adaptive_Dual,1.296,0.725,1.263,340.1,0.3,None
32.14,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
32.26,Participant_08,Adaptive_Dual,1.296,0.725,1.263,340.1,0.3,None
32.37,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
32.48,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
32.59,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
32.70,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
32.81,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
32.92,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
33.03,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
33.14,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
33.24,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
33.35,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
33.46,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
33.57,Participant_08,Adaptive_Dual,1.296,0.725,1.263,340.1,0.3,None
33.68,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
33.79,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
33.90,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
34.02,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
34.13,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
34.24,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
34.35,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
34.46,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
34.57,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
34.68,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
34.79,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
34.90,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
35.02,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
35.13,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
35.24,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
35.35,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
35.46,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
35.57,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
35.68,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
35.79,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
35.90,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
36.02,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
36.13,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
36.24,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
36.35,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
36.46,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
36.57,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
36.68,Participant_08,Adaptive_Dual,1.296,0.725,1.263,340.1,0.3,None
36.79,Participant_08,Adaptive_Dual,1.296,0.724,1.263,340.1,0.3,None
