Time,ParticipantID,Condition,HeadX,HeadY,HeadZ,HeadYaw,HeadPitch,GazeTarget
0.15,Participant_01,Adaptive_Dual,1.000,0.000,1.000,0.0,0.0,None
0.26,Participant_01,Adaptive_Dual,1.000,0.000,1.000,0.0,0.0,None
0.37,Participant_01,Adaptive_Dual,1.000,0.000,1.000,0.0,0.0,None
0.48,Participant_01,Adaptive_Dual,1.000,0.000,1.000,0.0,0.0,None
0.59,Participant_01,Adaptive_Dual,1.000,0.000,1.000,0.0,0.0,None
0.70,Participant_01,Adaptive_Dual,1.000,0.000,1.000,0.0,0.0,None
0.81,Participant_01,Adaptive_Dual,1.000,0.000,1.000,0.0,0.0,None
0.92,Participant_01,Adaptive_Dual,1.091,1.046,0.998,19.0,12.0,None
1.05,Participant_01,Adaptive_Dual,1.091,1.046,0.998,19.1,12.0,None
1.16,Participant_01,Adaptive_Dual,1.091,1.046,0.998,19.0,12.0,None
1.27,Participant_01,Adaptive_Dual,1.090,1.046,0.997,19.0,12.0,None
1.39,Participant_01,Adaptive_Dual,1.090,1.046,0.997,19.1,12.0,None
1.50,Participant_01,Adaptive_Dual,1.090,1.046,0.997,18.9,12.0,None
1.61,Participant_01,Adaptive_Dual,1.090,1.046,0.998,18.7,12.0,None
1.72,Participant_01,Adaptive_Dual,1.089,1.046,0.997,18.6,12.0,None
1.83,Participant_01,Adaptive_Dual,1.089,1.046,0.997,17.8,12.1,None
1.94,Participant_01,Adaptive_Dual,1.088,1.047,0.997,16.1,12.4,None
2.05,Participant_01,Adaptive_Dual,1.087,1.048,0.995,13.9,12.9,None
2.17,Participant_01,Adaptive_Dual,1.085,1.048,0.992,12.0,13.5,None
2.28,Participant_01,Adaptive_Dual,1.082,1.047,0.990,10.2,14.6,None
2.39,Participant_01,Adaptive_Dual,1.079,1.046,0.990,9.1,16.2,None
2.50,Participant_01,Adaptive_Dual,1.076,1.047,0.991,7.8,15.7,None
2.61,Participant_01,Adaptive_Dual,1.075,1.049,0.990,7.4,15.5,None
2.72,Participant_01,Adaptive_Dual,1.074,1.050,0.988,7.8,15.2,None
2.84,Participant_01,Adaptive_Dual,1.074,1.050,0.986,8.0,15.0,None
2.95,Participant_01,Adaptive_Dual,1.076,1.050,0.985,8.1,14.8,None
3.06,Participant_01,Adaptive_Dual,1.077,1.051,0.984,8.4,14.5,None
3.17,Participant_01,Adaptive_Dual,1.077,1.051,0.984,8.6,14.5,None
3.28,Participant_01,Adaptive_Dual,1.077,1.051,0.985,8.6,14.6,None
3.39,Participant_01,Adaptive_Dual,1.076,1.051,0.985,8.6,14.6,None
3.50,Participant_01,Adaptive_Dual,1.076,1.051,0.985,8.7,14.5,None
3.61,Participant_01,Adaptive_Dual,1.076,1.051,0.985,8.9,14.5,None
3.73,Participant_01,Adaptive_Dual,1.078,1.052,0.983,9.9,14.3,None
3.84,Participant_01,Adaptive_Dual,1.082,1.054,0.979,12.8,13.7,None
3.95,Participant_01,Adaptive_Dual,1.089,1.056,0.973,18.8,13.0,None
4.06,Participant_01,Adaptive_Dual,1.099,1.057,0.965,26.5,12.7,None
4.17,Participant_01,Adaptive_Dual,1.108,1.058,0.956,35.2,12.7,None
4.28,Participant_01,Adaptive_Dual,1.116,1.058,0.948,41.3,13.0,None
