Time,ParticipantID,Condition,HeadX,HeadY,HeadZ,HeadYaw,HeadPitch,GazeTarget
13.59,Participant_04,Adaptive_Dual,1.009,1.085,0.884,351.0,0.5,None
13.70,Participant_04,Adaptive_Dual,1.014,1.087,0.886,354.8,358.3,None
13.81,Participant_04,Adaptive_Dual,1.019,1.090,0.886,1.8,355.8,None
13.92,Participant_04,Adaptive_Dual,1.021,1.090,0.885,4.5,355.8,None
14.03,Participant_04,Adaptive_Dual,1.020,1.089,0.886,3.3,356.7,None
14.14,Participant_04,Adaptive_Dual,1.020,1.089,0.886,3.4,356.9,None
14.25,Participant_04,Adaptive_Dual,1.022,1.089,0.886,3.8,357.0,None
14.37,Participant_04,Adaptive_Dual,1.023,1.089,0.886,3.6,356.8,None
14.48,Participant_04,Adaptive_Dual,1.023,1.089,0.886,4.0,356.9,None
14.59,Participant_04,Adaptive_Dual,1.024,1.089,0.885,4.3,356.7,None
14.70,Participant_04,Adaptive_Dual,1.023,1.089,0.885,3.6,356.8,None
14.81,Participant_04,Adaptive_Dual,1.022,1.089,0.886,3.3,357.1,None
14.92,Participant_04,Adaptive_Dual,1.022,1.089,0.886,3.5,357.5,None
15.03,Participant_04,Adaptive_Dual,1.022,1.088,0.885,3.6,357.7,None
15.14,Participant_04,Adaptive_Dual,1.022,1.089,0.885,3.4,357.7,None
15.25,Participant_04,Adaptive_Dual,1.022,1.089,0.885,3.4,357.7,None
15.37,Participant_04,Adaptive_Dual,1.023,1.089,0.885,3.5,357.7,None
15.48,Participant_04,Adaptive_Dual,1.022,1.088,0.886,3.3,357.9,None
15.59,Participant_04,Adaptive_Dual,1.022,1.088,0.886,3.5,358.0,None
15.70,Participant_04,Adaptive_Dual,1.023,1.088,0.886,3.6,358.1,None
15.81,Participant_04,Adaptive_Dual,1.023,1.088,0.886,3.7,358.2,None
15.92,Participant_04,Adaptive_Dual,1.023,1.087,0.887,3.5,358.3,None
16.03,Participant_04,Adaptive_Dual,1.023,1.088,0.887,3.6,358.3,None
16.14,Participant_04,Adaptive_Dual,1.023,1.087,0.887,3.6,358.4,None
16.25,Participant_04,Adaptive_Dual,1.020,1.087,0.887,1.7,358.7,None
16.37,Participant_04,Adaptive_Dual,1.011,1.086,0.888,354.0,359.5,None
16.48,Participant_04,Adaptive_Dual,1.006,1.085,0.887,349.0,0.3,None
16.59,Participant_04,Adaptive_Dual,0.993,1.085,0.885,339.8,0.7,None
16.70,Participant_04,Adaptive_Dual,0.977,1.086,0.878,327.7,0.0,None
16.81,Participant_04,Adaptive_Dual,0.968,1.084,0.873,321.7,0.7,None
16.92,Participant_04,Adaptive_Dual,0.962,1.083,0.870,319.0,1.2,None
17.03,Participant_04,Adaptive_Dual,0.959,1.082,0.869,318.6,1.6,None
17.14,Participant_04,Adaptive_Dual,0.954,1.084,0.867,316.2,1.8,None
17.25,Participant_04,Adaptive_Dual,0.939,1.086,0.864,305.9,0.0,Video
17.37,Participant_04,Adaptive_Dual,0.919,1.090,0.861,294.1,358.3,Video
17.48,Participant_04,Adaptive_Dual,0.897,1.092,0.861,284.7,359.1,Video
17.59,Participant_04,Adaptive_Dual,0.875,1.090,0.869,278.1,357.3,Video
17.70,Participant_04,Adaptive_Dual,0.861,1.089,0.878,273.3,354.1,None
17.81,Participant_04,Adaptive_Dual,0.859,1.100,0.885,268.6,347.4,None
17.92,Participant_04,Adaptive_Dual,0.873,1.104,0.888,263.5,344.0,None
18.03,Participant_04,Adaptive_Dual,0.888,1.100,0.891,262.2,346.1,None
18.14,Participant_04,Adaptive_Dual,0.897,1.103,0.897,263.7,343.5,None
18.25,Participant_04,Adaptive_Dual,0.911,1.108,0.897,262.7,342.2,None
18.37,Participant_04,Adaptive_Dual,0.927,1.114,0.891,257.5,340.6,None
18.48,Participant_04,Adaptive_Dual,0.936,1.108,0.884,253.1,345.5,None
18.59,Participant_04,Adaptive_Dual,0.936,1.102,0.874,254.3,350.4,None
18.70,Participant_04,Adaptive_Dual,0.931,1.109,0.859,255.9,352.0,None
18.81,Participant_04,Adaptive_Dual,0.939,1.106,0.833,255.5,354.5,None
18.92,Participant_04,Adaptive_Dual,0.955,1.098,0.793,255.7,356.4,None
19.03,Participant_04,Adaptive_Dual,0.982,1.095,0.739,254.3,359.3,None
19.14,Participant_04,Adaptive_Dual,1.015,1.097,0.676,251.1,359.4,Video
19.26,Participant_04,Adaptive_Dual,1.048,1.096,0.615,248.7,359.1,Video
19.37,Participant_04,Adaptive_Dual,1.072,1.095,0.566,250.3,354.1,Video
19.48,Participant_04,Adaptive_Dual,1.101,1.105,0.525,246.5,348.2,None
19.59,Participant_04,Adaptive_Dual,1.129,1.113,0.497,241.1,345.4,None
19.70,Participant_04,Adaptive_Dual,1.138,1.109,0.476,238.3,346.9,None
19.81,Participant_04,Adaptive_Dual,1.126,1.098,0.456,239.7,354.4,None
19.92,Participant_04,Adaptive_Dual,1.088,1.093,0.437,243.5,358.9,None
20.03,Participant_04,Adaptive_Dual,1.021,1.078,0.407,241.5,358.2,None
20.14,Participant_04,Adaptive_Dual,0.935,1.054,0.374,240.0,357.5,None
20.26,Participant_04,Adaptive_Dual,0.863,1.057,0.335,240.2,0.2,None
20.37,Participant_04,Adaptive_Dual,0.827,1.118,0.285,241.4,4.7,None
20.48,Participant_04,Adaptive_Dual,0.815,1.219,0.229,242.2,9.1,None
20.59,Participant_04,Adaptive_Dual,0.804,1.303,0.189,244.4,12.6,None
20.70,Participant_04,Adaptive_Dual,0.781,1.359,0.164,245.9,14.0,None
20.81,Participant_04,Adaptive_Dual,0.752,1.395,0.147,246.8,12.9,None
20.92,Participant_04,Adaptive_Dual,0.716,1.407,0.140,246.8,12.5,None
21.03,Participant_04,Adaptive_Dual,0.663,1.411,0.140,247.3,10.5,None
21.14,Participant_04,Adaptive_Dual,0.598,1.415,0.145,246.0,8.5,None
21.25,Participant_04,Adaptive_Dual,0.521,1.429,0.149,246.3,6.0,None
21.37,Participant_04,Adaptive_Dual,0.463,1.444,0.146,245.5,1.1,None
21.48,Participant_04,Adaptive_Dual,0.420,1.451,0.140,243.6,2.4,None
21.59,Participant_04,Adaptive_Dual,0.386,1.456,0.133,241.9,1.1,None
21.70,Participant_04,Adaptive_Dual,0.358,1.454,0.125,240.4,3.7,None
21.81,Participant_04,Adaptive_Dual,0.332,1.455,0.113,239.7,2.9,None
21.92,Participant_04,Adaptive_Dual,0.308,1.451,0.097,240.1,2.6,None
22.03,Participant_04,Adaptive_Dual,0.280,1.453,0.071,239.3,1.3,None
22.14,Participant_04,Adaptive_Dual,0.248,1.457,0.042,237.3,359.4,None
22.25,Participant_04,Adaptive_Dual,0.216,1.452,0.019,235.4,1.1,None
22.37,Participant_04,Adaptive_Dual,0.185,1.450,0.000,236.1,1.7,None
22.48,Participant_04,Adaptive_Dual,0.166,1.448,-0.013,235.6,3.3,None
22.59,Participant_04,Adaptive_Dual,0.157,1.448,-0.021,234.4,3.3,None
22.70,Participant_04,Adaptive_Dual,0.156,1.449,-0.024,233.7,3.1,None
22.81,Participant_04,Adaptive_Dual,0.158,1.450,-0.026,233.4,2.6,None
22.92,Participant_04,Adaptive_Dual,0.161,1.450,-0.026,233.5,2.5,None
23.03,Participant_04,Adaptive_Dual,0.160,1.452,-0.027,235.1,1.3,None
23.14,Participant_04,Adaptive_Dual,0.148,1.454,-0.033,238.7,359.7,None
23.25,Participant_04,Adaptive_Dual,0.127,1.453,-0.043,242.5,359.3,None
23.37,Participant_04,Adaptive_Dual,0.096,1.447,-0.059,245.6,0.8,None
23.48,Participant_04,Adaptive_Dual,0.065,1.441,-0.078,246.8,1.5,None
23.59,Participant_04,Adaptive_Dual,0.041,1.437,-0.094,246.9,1.6,None
23.70,Participant_04,Adaptive_Dual,0.029,1.434,-0.104,247.0,1.8,None
23.81,Participant_04,Adaptive_Dual,0.028,1.435,-0.107,246.9,1.9,None
23.92,Participant_04,Adaptive_Dual,0.037,1.439,-0.105,247.1,0.7,None
24.03,Participant_04,Adaptive_Dual,0.055,1.443,-0.098,247.4,359.9,None
24.14,Participant_04,Adaptive_Dual,0.078,1.444,-0.087,247.7,359.3,None
24.25,Participant_04,Adaptive_Dual,0.104,1.445,-0.074,247.7,358.9,None
24.36,Participant_04,Adaptive_Dual,0.132,1.447,-0.059,247.4,357.9,None
24.48,Participant_04,Adaptive_Dual,0.161,1.449,-0.042,247.2,358.6,None
24.59,Participant_04,Adaptive_Dual,0.187,1.452,-0.030,245.1,358.0,None
24.70,Participant_04,Adaptive_Dual,0.209,1.452,-0.017,244.1,358.3,None
24.81,Participant_04,Adaptive_Dual,0.225,1.452,-0.003,247.7,359.7,None
24.92,Participant_04,Adaptive_Dual,0.238,1.452,0.010,251.9,359.4,None
25.03,Participant_04,Adaptive_Dual,0.250,1.456,0.024,256.8,358.9,None
25.14,Participant_04,Adaptive_Dual,0.265,1.459,0.045,262.7,357.6,None
25.25,Participant_04,Adaptive_Dual,0.286,1.458,0.075,272.1,358.9,None
25.36,Participant_04,Adaptive_Dual,0.305,1.458,0.090,273.6,358.8,None
25.48,Participant_04,Adaptive_Dual,0.318,1.459,0.097,270.6,357.4,None
25.59,Participant_04,Adaptive_Dual,0.328,1.457,0.101,270.0,357.8,None
25.70,Participant_04,Adaptive_Dual,0.336,1.456,0.104,269.3,357.7,None
25.81,Participant_04,Adaptive_Dual,0.340,1.457,0.105,268.6,357.4,None
25.92,Participant_04,Adaptive_Dual,0.341,1.457,0.106,268.6,357.3,None
26.03,Participant_04,Adaptive_Dual,0.340,1.457,0.104,267.9,357.5,None
26.14,Participant_04,Adaptive_Dual,0.337,1.457,0.102,267.4,357.6,None
26.25,Participant_04,Adaptive_Dual,0.335,1.457,0.102,268.2,357.4,None
26.36,Participant_04,Adaptive_Dual,0.336,1.458,0.106,270.7,357.9,None
26.48,Participant_04,Adaptive_Dual,0.340,1.458,0.117,277.3,358.1,None
26.59,Participant_04,Adaptive_Dual,0.344,1.457,0.133,287.2,0.2,None
26.70,Participant_04,Adaptive_Dual,0.354,1.454,0.157,300.4,1.4,None
26.81,Participant_04,Adaptive_Dual,0.370,1.452,0.177,313.5,3.1,None
26.92,Participant_04,Adaptive_Dual,0.383,1.458,0.188,322.8,3.4,None
27.03,Participant_04,Adaptive_Dual,0.391,1.457,0.195,332.2,3.5,None
27.14,Participant_04,Adaptive_Dual,0.399,1.454,0.196,344.4,6.8,None
27.25,Participant_04,Adaptive_Dual,0.401,1.451,0.190,355.1,8.0,None
27.36,Participant_04,Adaptive_Dual,0.405,1.444,0.185,3.3,6.3,None
27.48,Participant_04,Adaptive_Dual,0.412,1.449,0.180,10.5,356.3,None
27.59,Participant_04,Adaptive_Dual,0.417,1.453,0.167,14.6,353.0,None
27.70,Participant_04,Adaptive_Dual,0.422,1.452,0.155,17.8,351.8,None
27.81,Participant_04,Adaptive_Dual,0.432,1.446,0.151,22.3,355.3,None
27.92,Participant_04,Adaptive_Dual,0.447,1.447,0.161,26.5,357.8,None
28.03,Participant_04,Adaptive_Dual,0.466,1.446,0.187,28.2,357.0,None
28.14,Participant_04,Adaptive_Dual,0.492,1.441,0.228,27.9,0.3,None
28.25,Participant_04,Adaptive_Dual,0.536,1.436,0.283,27.8,2.7,None
28.36,Participant_04,Adaptive_Dual,0.593,1.435,0.346,26.8,3.2,None
28.47,Participant_04,Adaptive_Dual,0.655,1.439,0.412,23.2,3.4,None
28.59,Participant_04,Adaptive_Dual,0.703,1.442,0.470,20.7,5.5,None
28.70,Participant_04,Adaptive_Dual,0.739,1.448,0.521,18.8,6.5,None
28.81,Participant_04,Adaptive_Dual,0.768,1.448,0.568,17.1,6.3,None
28.92,Participant_04,Adaptive_Dual,0.793,1.442,0.618,17.3,5.4,None
29.03,Participant_04,Adaptive_Dual,0.815,1.435,0.680,18.1,4.6,None
29.14,Participant_04,Adaptive_Dual,0.837,1.431,0.759,18.0,3.4,None
29.25,Participant_04,Adaptive_Dual,0.858,1.439,0.834,17.2,1.4,None
29.36,Participant_04,Adaptive_Dual,0.875,1.445,0.885,18.4,1.9,None
29.47,Participant_04,Adaptive_Dual,0.889,1.450,0.922,18.4,4.7,None
29.58,Participant_04,Adaptive_Dual,0.903,1.450,0.952,17.9,6.6,None
29.70,Participant_04,Adaptive_Dual,0.921,1.448,0.974,16.9,7.2,None
29.81,Participant_04,Adaptive_Dual,0.947,1.447,0.987,14.9,8.1,None
29.92,Participant_04,Adaptive_Dual,0.979,1.449,1.002,11.3,7.7,None
30.03,Participant_04,Adaptive_Dual,1.014,1.452,1.021,8.2,6.9,None
30.14,Participant_04,Adaptive_Dual,1.046,1.449,1.033,6.2,9.0,None
30.25,Participant_04,Adaptive_Dual,1.071,1.450,1.040,4.2,9.0,None
30.36,Participant_04,Adaptive_Dual,1.087,1.450,1.043,3.6,8.8,None
30.47,Participant_04,Adaptive_Dual,1.097,1.449,1.042,2.6,8.9,None
30.58,Participant_04,Adaptive_Dual,1.100,1.450,1.041,2.1,8.9,None
30.70,Participant_04,Adaptive_Dual,1.100,1.448,1.040,1.9,9.1,None
30.81,Participant_04,Adaptive_Dual,1.097,1.449,1.040,1.9,8.6,None
30.92,Participant_04,Adaptive_Dual,1.095,1.451,1.040,3.5,7.5,None
31.03,Participant_04,Adaptive_Dual,1.091,1.450,1.039,4.0,8.2,None
31.14,Participant_04,Adaptive_Dual,1.084,1.452,1.039,0.9,7.4,None
31.25,Participant_04,Adaptive_Dual,1.077,1.453,1.036,358.9,6.6,None
31.36,Participant_04,Adaptive_Dual,1.074,1.455,1.032,358.1,5.9,None
31.47,Participant_04,Adaptive_Dual,1.070,1.455,1.031,357.0,5.5,None
31.59,Participant_04,Adaptive_Dual,1.069,1.456,1.031,356.5,5.5,None
31.70,Participant_04,Adaptive_Dual,1.067,1.456,1.032,356.5,5.2,None
31.81,Participant_04,Adaptive_Dual,1.066,1.457,1.033,356.4,4.8,Video
31.92,Participant_04,Adaptive_Dual,1.066,1.457,1.035,356.6,4.8,None
32.03,Participant_04,Adaptive_Dual,1.066,1.457,1.037,357.1,4.6,None
32.14,Participant_04,Adaptive_Dual,1.068,1.457,1.038,358.1,4.8,None
32.25,Participant_04,Adaptive_Dual,1.067,1.457,1.039,357.9,5.1,None
32.36,Participant_04,Adaptive_Dual,1.066,1.457,1.040,357.5,5.1,None
32.47,Participant_04,Adaptive_Dual,1.065,1.457,1.040,357.9,5.3,None
32.59,Participant_04,Adaptive_Dual,1.065,1.456,1.039,357.9,5.4,None
32.70,Participant_04,Adaptive_Dual,1.064,1.456,1.038,358.0,5.5,None
32.81,Participant_04,Adaptive_Dual,1.064,1.456,1.037,358.2,5.6,None
32.92,Participant_04,Adaptive_Dual,1.064,1.456,1.035,358.3,5.5,None
33.03,Participant_04,Adaptive_Dual,1.064,1.456,1.033,358.1,5.5,None
33.14,Participant_04,Adaptive_Dual,1.064,1.457,1.030,357.6,5.5,None
33.25,Participant_04,Adaptive_Dual,1.061,1.458,1.027,355.4,5.1,None
33.36,Participant_04,Adaptive_Dual,1.057,1.461,1.021,350.5,3.8,None
33.47,Participant_04,Adaptive_Dual,1.055,1.462,1.014,348.1,2.3,None
33.59,Participant_04,Adaptive_Dual,1.057,1.461,1.010,348.5,2.7,None
33.70,Participant_04,Adaptive_Dual,1.058,1.461,1.007,348.4,2.9,None
33.81,Participant_04,Adaptive_Dual,1.059,1.461,1.004,348.2,2.7,None
33.92,Participant_04,Adaptive_Dual,1.059,1.461,1.002,348.5,2.7,None
34.03,Participant_04,Adaptive_Dual,1.060,1.461,1.002,349.4,2.9,None
34.14,Participant_04,Adaptive_Dual,1.061,1.460,1.001,350.0,3.3,None
34.25,Participant_04,Adaptive_Dual,1.060,1.460,1.002,349.9,3.5,None
34.36,Participant_04,Adaptive_Dual,1.059,1.460,1.001,350.3,3.6,None
34.48,Participant_04,Adaptive_Dual,1.058,1.459,1.002,350.4,3.8,None
34.59,Participant_04,Adaptive_Dual,1.058,1.459,1.002,350.5,3.9,None
34.70,Participant_04,Adaptive_Dual,1.057,1.459,1.002,350.6,3.8,None
34.81,Participant_04,Adaptive_Dual,1.057,1.459,1.003,350.7,4.0,None
34.92,Participant_04,Adaptive_Dual,1.057,1.459,1.003,350.7,3.9,None
35.03,Participant_04,Adaptive_Dual,1.057,1.459,1.003,350.7,4.2,None
35.14,Participant_04,Adaptive_Dual,1.058,1.458,1.003,350.8,4.1,None
35.25,Participant_04,Adaptive_Dual,1.060,1.457,1.018,353.9,349.5,None
35.36,Participant_04,Adaptive_Dual,1.063,1.467,1.028,352.6,343.8,None
35.48,Participant_04,Adaptive_Dual,1.065,1.497,1.042,348.6,331.5,None
35.59,Participant_04,Adaptive_Dual,1.069,1.517,1.049,349.9,324.9,None
35.70,Participant_04,Adaptive_Dual,1.080,1.522,1.062,353.2,333.5,None
35.81,Participant_04,Adaptive_Dual,1.096,1.514,1.092,357.9,349.5,None
35.92,Participant_04,Adaptive_Dual,1.103,1.513,1.152,3.5,9.4,None
36.03,Participant_04,Adaptive_Dual,1.096,1.492,1.248,357.3,23.0,None
36.14,Participant_04,Adaptive_Dual,1.081,1.449,1.350,329.8,33.7,None
36.25,Participant_04,Adaptive_Dual,1.054,1.378,1.450,301.5,36.4,None
36.36,Participant_04,Adaptive_Dual,1.024,1.275,1.529,284.2,40.9,None
36.48,Participant_04,Adaptive_Dual,1.007,1.142,1.577,274.3,29.4,None
